name	all	create	vanish	short-overturn	long-overturn	visible-discontinuous	invisible-discontinuous	delay	block
adept_demo_samples9_max	0.579034391534391	0.5079365079365079	0.4708994708994711	0.8095238095238095	0.5555555555555556	0.7169312169312166	0.7460317460317459	0.3968253968253968	0.42857142857142855
adept_demo_samples9_max_geometric	0.6145833333333333	0.7499999999999999	0.8333333333333333	1.0	0.25	0.8333333333333333	0.75	0.0	0.5
adept_demo_samples9_max_real-life	0.6249999999999999	0.3333333333333333	0.8333333333333333	1.0	0.75	0.5833333333333333	0.5	0.5	0.5
adept_demo_samples9_max_in-class	0.5781249999999998	0.4924242424242424	0.40151515151515144	0.7727272727272727	0.5909090909090909	0.738636363636364	0.787878787878788	0.38636363636363635	0.45454545454545453
adept_demo_samples9_max_out-class	0.553030303030303	0.5454545454545454	0.4848484848484848	0.8181818181818182	0.45454545454545453	0.6363636363636365	0.6666666666666666	0.5454545454545454	0.2727272727272727
adept_demo_samples9_max_on-human	0.5729166666666667	0.5	0.7916666666666666	0.75	0.5	0.7916666666666666	0.5	0.25	0.5
adept_demo_samples9_max_on-human_geometric	0.625	0.6666666666666666	0.8333333333333333	1.0	0.5	1.0	0.5	0.0	0.5
adept_demo_samples9_max_on-human_real-life	0.5833333333333334	0.16666666666666666	1.0	1.0	0.5	0.6666666666666666	0.3333333333333333	0.5	0.5
adept_demo_samples9_max_on-human_in-class	0.5625	0.5	0.5	0.5	0.5	1.0	0.5	0.0	1.0
adept_demo_samples9_max_on-human_out-class	0.5208333333333333	0.6666666666666666	0.8333333333333333	0.5	0.5	0.5	0.6666666666666666	0.5	0.0
