name	all	create	vanish	short-overturn	long-overturn	visible-discontinuous	invisible-discontinuous	delay	block
adept_demo_samples1	0.6322751322751313	0.5396825396825398	0.5555555555555555	0.8095238095238095	0.5555555555555556	0.7460317460317458	0.8042328042328043	0.5238095238095238	0.5238095238095238
adept_demo_samples1_geometric	0.6145833333333333	0.5	0.9166666666666666	1.0	0.75	0.5833333333333333	0.6666666666666666	0.0	0.5
adept_demo_samples1_real-life	0.7604166666666667	0.8333333333333333	0.6666666666666666	1.0	1.0	0.7499999999999999	0.8333333333333333	0.75	0.25
adept_demo_samples1_in-class	0.6325757575757573	0.5151515151515149	0.5227272727272726	0.7727272727272727	0.5454545454545454	0.7878787878787878	0.8030303030303032	0.5454545454545454	0.5681818181818182
adept_demo_samples1_out-class	0.5909090909090909	0.5454545454545454	0.515151515151515	0.8181818181818182	0.36363636363636365	0.6363636363636365	0.8484848484848485	0.5454545454545454	0.45454545454545453
adept_demo_samples1_on-human	0.6250000000000002	0.5833333333333333	0.7916666666666666	0.75	0.625	0.7083333333333334	0.7916666666666666	0.5	0.25
adept_demo_samples1_on-human_geometric	0.6041666666666667	0.3333333333333333	0.8333333333333333	1.0	1.0	0.6666666666666666	0.5	0.0	0.5
adept_demo_samples1_on-human_real-life	0.7083333333333333	0.8333333333333333	0.8333333333333333	1.0	1.0	0.6666666666666666	0.8333333333333333	0.5	0.0
adept_demo_samples1_on-human_in-class	0.6041666666666667	0.5	0.6666666666666666	0.5	0.5	0.8333333333333333	0.8333333333333333	0.5	0.5
adept_demo_samples1_on-human_out-class	0.5833333333333333	0.6666666666666666	0.8333333333333333	0.5	0.0	0.6666666666666666	1.0	1.0	0.0
