name	all	create	vanish	short-overturn	long-overturn	visible-discontinuous	invisible-discontinuous	delay	block
adept_demo_samples5_mask025	0.6147506456286218	0.5264970185605106	0.4693037708910725	0.8521038044847568	0.6633912824389014	0.7573696145124716	0.7684555303602922	0.5119677500629881	0.48828420256991684
adept_demo_samples5_mask025_geometric	0.61474609375	0.6041666666666666	0.6458333333333333	1.0	0.75	0.6666666666666666	0.6666666666666666	0.4375	0.625
adept_demo_samples5_mask025_real-life	0.64404296875	0.45833333333333337	0.5625	0.75	0.6875	0.7916666666666666	0.875	0.5	0.4375
adept_demo_samples5_mask025_in-class	0.604044260072314	0.5287534435261708	0.42957988980716255	0.8341942148760331	0.637396694214876	0.7617079889807163	0.7880509641873279	0.5196280991735538	0.4648760330578513
adept_demo_samples5_mask025_out-class	0.6494705578512396	0.5371900826446281	0.5399449035812672	0.9008264462809917	0.8347107438016529	0.7575757575757576	0.7190082644628099	0.44628099173553715	0.5454545454545454
adept_demo_samples5_mask025_on-human	0.6427001953125	0.5052083333333334	0.5364583333333334	0.859375	0.71875	0.8072916666666666	0.6354166666666667	0.578125	0.46875
adept_demo_samples5_mask025_on-human_geometric	0.6015625	0.5	0.4166666666666667	1.0	1.0	0.8333333333333333	0.41666666666666663	0.75	0.75
adept_demo_samples5_mask025_on-human_real-life	0.689453125	0.6666666666666667	0.5833333333333334	1.0	0.75	0.8333333333333334	0.8333333333333333	0.5	0.5
adept_demo_samples5_mask025_on-human_in-class	0.611328125	0.5	0.5	1.0	0.5	0.9166666666666667	0.75	0.5	0.25
adept_demo_samples5_mask025_on-human_out-class	0.6796875	0.5833333333333334	0.6666666666666666	0.75	1.0	0.8333333333333333	0.5833333333333334	1.0	0.5
