name	all	create	vanish	short-overturn	long-overturn	visible-discontinuous	invisible-discontinuous	delay	block
adept_demo_samples5_mask09_random	0.653439153439153	0.5661375661375662	0.5079365079365079	0.7936507936507936	0.7936507936507936	0.7936507936507935	0.8042328042328039	0.4603174603174603	0.5079365079365079
adept_demo_samples5_mask09_random_geometric	0.6145833333333333	0.6666666666666666	0.6666666666666666	0.75	0.5	0.7499999999999999	0.8333333333333333	0.5	0.25
adept_demo_samples5_mask09_random_real-life	0.5833333333333333	0.41666666666666663	0.41666666666666663	0.75	0.75	0.75	0.8333333333333333	0.25	0.5
adept_demo_samples5_mask09_random_in-class	0.6609848484848477	0.5303030303030304	0.5378787878787878	0.7727272727272727	0.8181818181818182	0.7954545454545453	0.8333333333333333	0.45454545454545453	0.5454545454545454
adept_demo_samples5_mask09_random_out-class	0.6628787878787876	0.7272727272727273	0.36363636363636365	0.9090909090909091	0.8181818181818182	0.8181818181818182	0.6666666666666667	0.5454545454545454	0.45454545454545453
adept_demo_samples5_mask09_random_on-human	0.5989583333333335	0.3333333333333333	0.5	0.75	0.75	0.75	0.8333333333333334	0.375	0.5
adept_demo_samples5_mask09_random_on-human_geometric	0.4791666666666667	0.5	0.5	0.5	0.0	0.6666666666666666	0.6666666666666666	0.5	0.5
adept_demo_samples5_mask09_random_on-human_real-life	0.6875	0.16666666666666666	0.6666666666666666	1.0	1.0	0.8333333333333333	0.8333333333333333	0.5	0.5
adept_demo_samples5_mask09_random_on-human_in-class	0.625	0.5	0.3333333333333333	1.0	1.0	0.6666666666666666	1.0	0.0	0.5
adept_demo_samples5_mask09_random_on-human_out-class	0.6041666666666667	0.16666666666666666	0.5	0.5	1.0	0.8333333333333333	0.8333333333333333	0.5	0.5
