name	all	create	vanish	short-overturn	long-overturn	visible-discontinuous	invisible-discontinuous	delay	block
adept_demo_samples3	0.5837732662509448	0.5391786344167296	0.4935752078609221	0.6573444192491812	0.5966238347190729	0.7943226673385404	0.7939027462836987	0.4467120181405896	0.5235575711766188
adept_demo_samples3_geometric	0.5625	0.5208333333333334	0.6458333333333333	0.6875	0.5625	0.8333333333333333	0.75	0.375	0.5625
adept_demo_samples3_real-life	0.640625	0.5416666666666667	0.5833333333333333	0.6875	0.6875	0.8541666666666666	0.875	0.5625	0.75
adept_demo_samples3_in-class	0.5783388752582644	0.5516528925619836	0.4807162534435262	0.6399793388429752	0.5547520661157025	0.7868457300275483	0.7995867768595042	0.4349173553719008	0.5268595041322314
adept_demo_samples3_out-class	0.5915547520661156	0.5068870523415978	0.4490358126721763	0.7272727272727273	0.768595041322314	0.7768595041322315	0.7355371900826446	0.48760330578512395	0.47107438016528924
adept_demo_samples3_on-human	0.6002197265625	0.47916666666666663	0.59375	0.625	0.5625	0.8489583333333333	0.7708333333333334	0.421875	0.515625
adept_demo_samples3_on-human_geometric	0.5546875	0.6666666666666666	0.41666666666666663	0.75	0.5	0.9166666666666667	0.5833333333333333	0.5	0.25
adept_demo_samples3_on-human_real-life	0.638671875	0.5833333333333334	0.5833333333333333	0.75	0.75	0.8333333333333334	0.9166666666666667	0.0	0.75
adept_demo_samples3_on-human_in-class	0.5703125	0.5833333333333334	0.6666666666666666	0.5	0.25	0.9166666666666667	0.8333333333333334	0.25	0.75
adept_demo_samples3_on-human_out-class	0.640625	0.16666666666666666	0.75	0.5	0.5	0.75	0.8333333333333333	0.25	0.5
