name	all	create	vanish	short-overturn	long-overturn	visible-discontinuous	invisible-discontinuous	delay	block
adept_demo_samples5_mask0125	0.632936507936507	0.5555555555555556	0.41269841269841245	1.0	0.6984126984126984	0.6825396825396826	0.7460317460317459	0.5079365079365079	0.4603174603174603
adept_demo_samples5_mask0125_geometric	0.6354166666666666	0.41666666666666663	0.5833333333333333	1.0	0.75	0.3333333333333333	0.5	1.0	0.5
adept_demo_samples5_mask0125_real-life	0.7187500000000001	0.8333333333333333	0.8333333333333333	1.0	1.0	0.6666666666666666	0.6666666666666666	0.25	0.5
adept_demo_samples5_mask0125_in-class	0.629734848484848	0.5303030303030302	0.40151515151515155	1.0	0.6590909090909091	0.6969696969696971	0.7500000000000003	0.5454545454545454	0.45454545454545453
adept_demo_samples5_mask0125_out-class	0.6136363636363634	0.6060606060606061	0.2424242424242424	1.0	0.7272727272727273	0.7575757575757577	0.8484848484848485	0.2727272727272727	0.45454545454545453
adept_demo_samples5_mask0125_on-human	0.65625	0.5	0.6666666666666666	1.0	1.0	0.5833333333333334	0.625	0.375	0.5
adept_demo_samples5_mask0125_on-human_geometric	0.6041666666666666	0.3333333333333333	0.5	1.0	1.0	0.3333333333333333	0.16666666666666666	1.0	0.5
adept_demo_samples5_mask0125_on-human_real-life	0.6874999999999999	0.8333333333333333	0.8333333333333333	1.0	1.0	0.6666666666666666	0.6666666666666666	0.0	0.5
adept_demo_samples5_mask0125_on-human_in-class	0.7083333333333333	0.5	0.8333333333333333	1.0	1.0	0.5	0.8333333333333333	0.5	0.5
adept_demo_samples5_mask0125_on-human_out-class	0.625	0.3333333333333333	0.5	1.0	1.0	0.8333333333333333	0.8333333333333333	0.0	0.5
