name	all	create	vanish	short-overturn	long-overturn	visible-discontinuous	invisible-discontinuous	delay	block
adept_demo_samples7	0.5802902179390275	0.5124716553287982	0.4815654656924498	0.6573444192491812	0.6099773242630385	0.7779457461997146	0.7876039304610734	0.4960947341899723	0.5016376921138825
adept_demo_samples7_geometric	0.56591796875	0.39583333333333337	0.6458333333333333	0.6875	0.75	0.75	0.7708333333333334	0.5625	0.5625
adept_demo_samples7_real-life	0.6328125	0.5	0.5416666666666666	0.6875	0.625	0.8541666666666666	0.8333333333333333	0.625	0.625
adept_demo_samples7_in-class	0.5751791709710744	0.5184228650137741	0.44559228650137744	0.6399793388429752	0.5898760330578513	0.7715220385674931	0.7956267217630855	0.48708677685950413	0.5206611570247934
adept_demo_samples7_out-class	0.5866477272727273	0.5289256198347108	0.5454545454545455	0.7272727272727273	0.743801652892562	0.768595041322314	0.7245179063360883	0.5123966942148761	0.38016528925619836
adept_demo_samples7_on-human	0.6031494140625	0.4583333333333333	0.5833333333333334	0.625	0.640625	0.8437499999999999	0.7708333333333333	0.484375	0.46875
adept_demo_samples7_on-human_geometric	0.578125	0.5833333333333334	0.41666666666666663	0.75	1.0	0.8333333333333333	0.5833333333333333	0.5	0.5
adept_demo_samples7_on-human_real-life	0.6484375	0.5	0.5833333333333333	0.75	0.75	0.8333333333333333	0.9166666666666667	0.75	0.75
adept_demo_samples7_on-human_in-class	0.5546875	0.4166666666666667	0.3333333333333333	0.5	0.5	0.9166666666666667	0.8333333333333333	0.0	0.5
adept_demo_samples7_on-human_out-class	0.654296875	0.3333333333333333	0.9166666666666667	0.5	0.5	0.8333333333333333	0.75	0.5	0.0
